qseqid,strain,contig,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,position
group3599,3208-5,3208-5_04881,unitig_0,96.16,756,29,0,1,756,3943819,3944574,0,1236,4934
group18988,3321-125,3321-125_02601,unitig_0,99.47,189,1,0,1,189,3944386,3944574,2.00E-95,344,4935
group3600,3213-10,3213-10_01449,unitig_0,97.07,1228,36,0,1,1228,3945832,3944605,0,2069,4936
group3602,3210-7,3210-7_05703,unitig_0,91.67,312,26,0,1,312,3946285,3946596,9.00E-122,433,4937
group3603,3208-5,3208-5_04885,unitig_0,98.5,534,8,0,1,534,3947134,3946601,0,942,4938
group3604,3209-6,3209-6_03902,unitig_0,96.06,507,20,0,1,507,3947844,3947338,0,826,4939
group3605,3211-8,3211-8_05363,unitig_0,97.2,1821,51,0,1,1821,3949912,3948092,0,3081,4940
group3606,3215-12,3215-12_02546,unitig_0,95.16,2088,101,0,1,2088,3952157,3950070,0,3297,4941
group3607,3208-5,3208-5_04889,unitig_0,95.37,432,20,0,1,432,3952387,3952818,0,688,4942
group3608,3211-8,3211-8_05360,unitig_0,95.95,642,26,0,1,642,3953571,3952930,0,1042,4943
group9104,3361-148C,3361-148C_00878,unitig_0,100,837,0,0,1,837,3953955,3954791,0,1546,4944
group9105,3297-102,3297-102_04151,unitig_0,100,2415,0,0,1,2415,3954788,3957202,0,4460,4945
group9106,3363-149B,3363-149B_00867,unitig_0,100,144,0,0,1,144,3957358,3957215,4.00E-72,267,4946
group7705,3295-100,3295-100_04988,unitig_0,95.95,148,6,0,429,576,3957364,3957511,1.00E-63,241,4947
group4956,3214-11,3214-11_05608,unitig_0,94.53,1224,67,0,1,1224,3958685,3957462,0,1890,4948
group4957,3209-6,3209-6_03912,unitig_0,95.42,852,39,0,1,852,3958864,3959715,0,1358,4949
group4958,3215-12,3215-12_02537,unitig_0,94.55,642,35,0,1,642,3959801,3960442,0,992,4950
group4959,3215-12,3215-12_02536,unitig_0,97.54,366,9,0,1,366,3960738,3961103,4.00E-180,627,4951
group4960,3211-8,3211-8_05351,unitig_0,95.72,795,34,0,1,795,3961970,3961176,0,1280,4952
group4961,3211-8,3211-8_05350,unitig_0,95.22,879,42,0,1,879,3962845,3961967,0,1391,4953
group4962,3215-12,3215-12_02533,unitig_0,96.54,954,33,0,1,954,3963928,3962975,0,1580,4954
group4963,3214-11,3214-11_05601,unitig_0,96.67,1231,36,3,1,1227,3965251,3964022,0,2041,4955
group4964,3212-9,3212-9_06205,unitig_0,97.65,510,12,0,1,510,3966007,3965498,0,876,4956
group12279,3338-136A,3338-136A_01470,unitig_0,98.4,187,2,1,1,186,3966106,3966292,2.00E-90,327,4957
group4965,3213-10,3213-10_01427,unitig_0,96.79,561,18,0,1,561,3966344,3966904,0,937,4958
group4966,3211-8,3211-8_05345,unitig_0,95.42,393,18,0,1,393,3967377,3966985,5.00E-180,627,4959
group4967,3214-11,3214-11_05597,unitig_0,95.1,306,15,0,1,306,3967764,3967459,8.00E-137,483,4960
group4968,3210-7,3210-7_05680,unitig_0,92.61,501,37,0,1,501,3967800,3968300,0,721,4961
group11030,3309-114,3309-114_05034,unitig_0,92.74,234,17,0,1,234,3968067,3968300,1.00E-93,339,4962
group4969,3208-5,3208-5_04908,unitig_0,96.46,594,21,0,1,594,3968800,3968207,0,981,4963
group4970,3213-10,3213-10_01422,unitig_0,93.95,645,39,0,1,645,3969513,3968869,0,976,4964
group4971,3212-9,3212-9_06198,unitig_0,96.89,708,22,0,1,708,3969586,3970293,0,1186,4965
group14271,3268-72,3268-72_04860,unitig_0,94.74,57,3,0,426,482,3970002,3970058,6.00E-18,89.8,4966
group4972,3209-6,3209-6_03927,unitig_0,95.4,2544,117,0,1,2544,3970290,3972833,0,4050,4967
group4973,3210-7,3210-7_05675,unitig_0,97.39,729,19,0,1,729,3973014,3973742,0,1242,4968
group6288,3240-42,3240-42_03671,unitig_0,100,321,0,0,1,321,3973818,3974138,4.00E-170,593,4969
group4974,3207-4,3207-4_06483,unitig_0,86.74,558,74,0,1,558,3974260,3974817,3.00E-178,621,4970
group4975,3212-9,3212-9_06194,unitig_0,96.11,411,16,0,1,411,3975235,3974825,0,671,4971
group4976,3213-10,3213-10_01416,unitig_0,96.49,741,26,0,1,741,3976350,3975610,0,1225,4972
group3823,3215-12,3215-12_02518,unitig_0,96.29,2643,98,0,4,2646,3979340,3976698,0,4338,4973
group3822,3210-7,3210-7_05670,unitig_0,91.51,648,55,0,1,648,3979651,3980298,0,893,4974
group3821,3207-4,3207-4_06478,unitig_0,95,660,33,0,1,660,3980351,3981010,0,1037,4975
group3820,3207-4,3207-4_06477,unitig_0,96.72,762,25,0,1,762,3981059,3981820,0,1269,4976
group3819,3212-9,3212-9_06188,unitig_0,96.11,180,7,0,1,180,3981823,3982002,2.00E-80,294,4977
group3818,3211-8,3211-8_05329,unitig_0,95.89,609,25,0,1,609,3981999,3982607,0,987,4978
group3817,3210-7,3210-7_05665,unitig_0,92.45,583,44,0,1,583,3983223,3982641,0,833,4979
group3816,3211-8,3211-8_05327,unitig_0,95.81,645,27,0,1,645,3983864,3983220,0,1042,4980
group3814,3208-5,3208-5_04925,unitig_0,96.16,1275,49,0,1,1275,3986763,3985489,0,2084,4981
group3813,3215-12,3215-12_02508,unitig_0,96.36,906,33,0,1,906,3987665,3986760,0,1491,4982
group3812,3209-6,3209-6_03943,unitig_0,97.55,204,5,0,1,204,3987986,3987783,6.00E-97,350,4983
group3811,3213-10,3213-10_01403,unitig_0,97.29,1587,43,0,1,1587,3988478,3990064,0,2693,4984
group3810,3209-6,3209-6_03945,unitig_0,98.75,321,4,0,1,321,3990081,3990401,2.00E-163,571,4985
group3809,3215-12,3215-12_02504,unitig_0,98.92,372,4,0,1,372,3990451,3990822,0,665,4986
group3808,3215-12,3215-12_02503,unitig_0,96.91,648,20,0,1,648,3990858,3991505,0,1086,4987
group3807,3211-8,3211-8_04480,unitig_0,96.05,735,28,1,2,735,3991503,3992237,0,1195,4988
group3806,3211-8,3211-8_04479,unitig_0,98.02,555,11,0,1,555,3992524,3993078,0,965,4989
group3805,3207-4,3207-4_06462,unitig_0,94.99,798,40,0,1,798,3993224,3994021,0,1253,4990
group3804,3207-4,3207-4_06461,unitig_0,96.31,813,30,0,1,813,3994038,3994850,0,1336,4991
group9579,3242-44,3242-44_02931,unitig_0,98.16,163,2,1,1,162,3994895,3995057,5.00E-77,283,4992
group3803,3211-8,3211-8_04476,unitig_0,96.24,186,4,3,1,186,3994963,3994781,1.00E-82,302,4993
group3802,3214-11,3214-11_00794,unitig_0,97.52,1410,35,0,1,1410,3995133,3996542,0,2410,4994
group3800,3208-5,3208-5_04939,unitig_0,93.85,829,51,0,1,829,3998126,3997298,0,1249,4995
group3799,3208-5,3208-5_04940,unitig_0,95.95,518,21,0,5,522,3998775,3998258,0,841,4996
group3798,3210-7,3210-7_03718,unitig_0,96.64,684,23,0,1,684,3998947,3999630,0,1136,4997
group3797,3213-10,3213-10_01389,unitig_0,96.67,451,15,0,1,451,3999745,4000195,0,750,4998
group3796,3213-10,3213-10_01388,unitig_0,95.9,804,33,0,1,804,4001048,4000245,0,1303,4999
group3795,3207-4,3207-4_06452,unitig_0,97.76,669,15,0,1,669,4001863,4001195,0,1153,5000
group2428,3211-8,3211-8_01445,unitig_0,81.82,1441,225,31,896,2319,4003459,4002039,0,1175,5001
group3794,3213-10,3213-10_01386,unitig_0,95.28,2670,123,1,1,2667,4004672,4002003,0,4229,5002
group3793,3209-6,3209-6_03962,unitig_0,95.38,1428,66,0,1,1428,4006374,4004947,0,2272,5003
group3792,3211-8,3211-8_04465,unitig_0,97.72,351,8,0,1,351,4006752,4006402,2.00E-173,604,5004
group3791,3208-5,3208-5_04948,unitig_0,97.51,885,22,0,1,885,4007848,4006964,0,1513,5005
group3790,3211-8,3211-8_04463,unitig_0,95.47,1215,55,0,1,1215,4007932,4009146,0,1940,5006
group3789,3213-10,3213-10_01381,unitig_0,97.35,189,5,0,1,189,4009391,4009203,1.00E-88,322,5007
group3788,3211-8,3211-8_04461,unitig_0,95.09,672,33,0,1,672,4010072,4009401,0,1059,5008
group3787,3207-4,3207-4_06444,unitig_0,95.59,975,34,3,1,975,4011330,4010365,0,1554,5009
group3786,3207-4,3207-4_06443,unitig_0,91.78,511,40,2,1,510,4012000,4011491,0,710,5010
group14476,3273-78,3273-78_05405,unitig_0,96.49,57,2,0,80,136,4012482,4012426,2.00E-20,95.3,5011
group8666,3250-52,3250-52_05491,unitig_0,96.8,750,24,0,1,750,4013494,4012745,0,1253,5012
group8667,3283-88,3283-88_04577,unitig_0,100,897,0,0,1,897,4013589,4014485,0,1657,5013
group18952,3392-164B,3392-164B_01093,unitig_0,98.02,202,4,0,1,202,4014865,4014664,2.00E-97,351,5014
group8669,3250-52,3250-52_05495,unitig_0,97.43,818,20,1,21,837,4015972,4016789,0,1393,5015
group8670,3250-52,3250-52_05496,unitig_0,97.18,426,12,0,1,426,4016935,4017360,0,721,5016
group8813,3253-55,3253-55_04564,unitig_0,98.23,113,0,2,1,111,4016935,4017047,4.00E-51,196,5017
group8814,3253-55,3253-55_04562,unitig_0,100,246,0,0,1,246,4017432,4017677,1.00E-128,455,5018
group8671,3272-77,3272-77_03642,unitig_0,99.83,1206,2,0,1,1206,4018963,4017758,0,2217,5019
group3756,3211-8,3211-8_05846,unitig_0,72.96,773,189,17,214,976,4019847,4019085,9.00E-67,252,5020
group8123,3272-77,3272-77_03640,unitig_0,99.68,951,3,0,1,951,4021309,4020359,0,1740,5021
group16366,3399-168A,3399-168A_02967,unitig_0,90.13,395,24,9,63,455,4021721,4022102,2.00E-141,499,5022
group8672,3318-122A,3318-122A_00756,unitig_0,100,99,0,0,1,99,4022071,4022169,3.00E-47,183,5023
group4415,3207-4,3207-4_06441,unitig_0,91.13,1443,128,0,1,1443,4022178,4023620,0,1956,5024
group4414,3213-10,3213-10_01375,unitig_0,96.99,732,22,0,1,732,4023831,4024562,0,1230,5025
group4413,3214-11,3214-11_00814,unitig_0,96.95,1509,46,0,1,1509,4024643,4026151,0,2532,5026
group12828,3220-17,3220-17_03348,unitig_0,94.24,382,21,1,1,381,4026427,4026808,1.00E-166,582,5027
group4411,3215-12,3215-12_02476,unitig_0,95.32,876,41,0,1,876,4027371,4028246,0,1391,5028
group4410,3213-10,3213-10_01371,unitig_0,95.01,1785,89,0,1,1785,4028268,4030052,0,2804,5029
group4409,3209-6,3209-6_03977,unitig_0,94.54,751,41,0,1,751,4030055,4030805,0,1160,5030
group4408,3207-4,3207-4_06434,unitig_0,95.65,1839,80,0,1,1839,4030835,4032673,0,2953,5031
group4407,3207-4,3207-4_06433,unitig_0,94.46,1335,74,0,1,1335,4032928,4034262,0,2056,5032
group13311,3214-11,3214-11_06160,unitig_0,73.66,186,39,7,409,589,4034990,4034810,5.00E-10,63.9,5033
group4406,3207-4,3207-4_06432,unitig_0,93.74,1038,65,0,1,1038,4035398,4034361,0,1557,5034
group4405,3214-11,3214-11_00822,unitig_0,94.72,1533,81,0,1,1533,4036927,4035395,0,2383,5035
group4404,3207-4,3207-4_06430,unitig_0,94.3,1017,58,0,1,1017,4038142,4037126,0,1557,5036
group4403,3208-5,3208-5_04967,unitig_0,95.32,1538,72,0,1,1538,4039891,4038354,0,2442,5037
group4402,3210-7,3210-7_03745,unitig_0,94.94,1284,65,0,1,1284,4041220,4039937,0,2012,5038
group4401,3211-8,3211-8_04443,unitig_0,94.27,1413,81,0,1,1413,4042701,4041289,0,2161,5039
group4400,3211-8,3211-8_04442,unitig_0,92.91,903,64,0,1,903,4042810,4043712,0,1314,5040
group4399,3213-10,3213-10_01360,unitig_0,97.89,237,5,0,1,237,4043781,4044017,3.00E-115,411,5041
group4398,3215-12,3215-12_02463,unitig_0,94.15,1179,69,0,1,1179,4044165,4045343,0,1796,5042
group4397,3214-11,3214-11_00830,unitig_0,97.37,3312,87,0,1,3312,4048728,4045417,0,5635,5043
group4396,3210-7,3210-7_03751,unitig_0,92.74,1143,81,2,2,1143,4049958,4048817,0,1650,5044
group5852,3381-156,3381-156_07740,unitig_0,94.41,1539,83,1,1,1536,4051579,4050041,0,2362,5045
group18492,3381-156,3381-156_07758,unitig_0,95.31,747,35,0,1,747,4051736,4052482,0,1186,5046
group16579,3399-168A,3399-168A_05221,unitig_0,98.94,94,1,0,1,94,4052521,4052428,7.00E-43,169,5047
group8402,3387-160,3387-160_05489,unitig_0,94.26,627,36,0,1,627,4053164,4052538,0,959,5048
group6287,3209-6,3209-6_03992,unitig_0,94.97,955,48,0,21,975,4053492,4052538,0,1498,5049
group12757,3381-156,3381-156_07911,unitig_0,95.71,420,18,0,1,420,4053928,4053509,0,676,5050
group16392,3387-160,3387-160_05488,unitig_0,99.53,426,2,0,1,426,4054142,4054567,0,776,5051
group6286,3207-4,3207-4_06419,unitig_0,97.36,909,24,0,1,909,4054417,4053509,0,1546,5052
group5850,3214-11,3214-11_00835,unitig_0,95.6,1182,52,0,1,1182,4055604,4054423,0,1895,5053
group12754,3373-153C,3373-153C_06701,unitig_0,92.86,252,18,0,1,252,4055855,4055604,7.00E-102,366,5054
group5517,3214-11,3214-11_00837,unitig_0,94.59,1053,57,0,1,1053,4057171,4056119,0,1629,5055
group5516,3213-10,3213-10_01350,unitig_0,96.67,1020,34,0,1,1020,4058187,4057168,0,1696,5056
group5515,3209-6,3209-6_03998,unitig_0,98.42,570,9,0,1,570,4058377,4058946,0,1003,5057
group5513,3215-12,3215-12_02452,unitig_0,97.39,729,19,0,1,729,4059900,4059172,0,1242,5058
group5512,3211-8,3211-8_04428,unitig_0,97.57,1152,28,0,1,1152,4061069,4059918,0,1973,5059
group5511,3207-4,3207-4_05646,unitig_0,95.83,1032,43,0,1,1032,4062100,4061069,0,1668,5060
group5510,3211-8,3211-8_04426,unitig_0,96.38,774,28,0,1,774,4062870,4062097,0,1275,5061
group3472,3214-11,3214-11_00844,unitig_0,94.53,1023,56,0,1,1023,4064024,4063002,0,1580,5062
group3471,3215-12,3215-12_02447,unitig_0,96.65,925,29,2,1,924,4065173,4064250,0,1535,5063
group3470,3209-6,3209-6_04005,unitig_0,96.49,1851,65,0,1,1851,4065450,4067300,0,3059,5064
group3469,3213-10,3213-10_01341,unitig_0,93.49,630,41,0,1,630,4068050,4067421,0,937,5065
group3468,3214-11,3214-11_00848,unitig_0,97.91,1818,38,0,1,1818,4069988,4068171,0,3147,5066
group3467,3214-11,3214-11_00849,unitig_0,97.24,651,18,0,1,651,4070642,4069992,0,1103,5067
group3466,3208-5,3208-5_04993,unitig_0,97.16,528,15,0,1,528,4071233,4070706,0,893,5068
group3465,3214-11,3214-11_00851,unitig_0,97.92,1539,32,0,1,1539,4071350,4072888,0,2665,5069
group3464,3210-7,3210-7_03772,unitig_0,96.18,1545,59,0,1,1545,4073280,4074824,0,2527,5070
group3463,3214-11,3214-11_00853,unitig_0,95.94,960,39,0,1,960,4075879,4074920,0,1557,5071
group3462,3209-6,3209-6_04013,unitig_0,97.38,573,15,0,1,573,4076733,4076161,0,976,5072
group3461,3211-8,3211-8_04414,unitig_0,95.28,339,16,0,1,339,4077465,4077127,2.00E-153,538,5073
group3460,3209-6,3209-6_04015,unitig_0,96.54,405,14,0,1,405,4078064,4077660,0,671,5074
group3459,3212-9,3212-9_02104,unitig_0,95.2,3272,142,8,1,3272,4081324,4078068,0,5158,5075
group3458,3212-9,3212-9_02105,unitig_0,99.36,156,1,0,1,156,4082132,4082287,4.00E-77,283,5076
group3457,3214-11,3214-11_00859,unitig_0,92.06,252,20,0,1,252,4082315,4082566,2.00E-98,355,5077
group10380,3214-11,3214-11_00860,unitig_0,89.38,160,15,2,1,159,4082761,4082919,5.00E-52,200,5078
group3456,3214-11,3214-11_00861,unitig_0,96.28,726,27,0,1,726,4083788,4083063,0,1192,5079
group3455,3210-7,3210-7_03782,unitig_0,94.67,1182,63,0,1,1182,4085040,4083859,0,1834,5080
group3454,3208-5,3208-5_05006,unitig_0,99.13,573,5,0,1,573,4085263,4085835,0,1031,5081
group3453,3210-7,3210-7_03784,unitig_0,98.04,408,8,0,1,408,4086237,4085830,0,710,5082
group3452,3214-11,3214-11_00865,unitig_0,98.92,186,2,0,1,186,4086568,4086383,5.00E-92,333,5083
group8024,3314-119,3314-119_05411,unitig_0,98.68,303,4,0,1,303,4087026,4086724,2.00E-153,538,5084
group10538,3290-95,3290-95_03695,unitig_0,100,40,0,0,246,285,4087062,4087023,6.00E-14,75,5085
group3451,3207-4,3207-4_05670,unitig_0,94.46,650,32,4,1,648,4087371,4086724,0,998,5086
group3450,3211-8,3211-8_04402,unitig_0,92.53,723,54,0,1,723,4088107,4087385,0,1037,5087
group3449,3208-5,3208-5_05011,unitig_0,96.01,702,28,0,1,702,4088967,4088266,0,1142,5088
group3448,3214-11,3214-11_00869,unitig_0,93.3,910,61,0,1,910,4089139,4090048,0,1343,5089
group15516,3362-149A,3362-149A_02575,unitig_0,94.39,303,17,0,4,306,4090587,4090285,9.00E-132,466,5090
group3447,3212-9,3212-9_02117,unitig_0,91.83,1065,81,6,1,1062,4091127,4090066,0,1480,5091
group8053,3288-93,3288-93_02508,unitig_0,100,615,0,0,1,615,4091127,4090513,0,1136,5092
group3446,3213-10,3213-10_01317,unitig_0,95.28,1251,59,0,1,1251,4092394,4091144,0,1984,5093
group3445,3208-5,3208-5_05015,unitig_0,94.37,1191,67,0,1,1191,4093784,4092594,0,1829,5094
group3444,3212-9,3212-9_02120,unitig_0,94.36,762,43,0,1,762,4094609,4093848,0,1170,5095
group3443,3209-6,3209-6_07146,unitig_0,93.71,1017,59,4,1,1014,4094691,4095705,0,1519,5096
group7070,3335-134B,3335-134B_03262,unitig_0,99.85,651,1,0,1,651,4094756,4095406,0,1197,5097
group7706,3363-149B,3363-149B_00732,unitig_0,100,303,0,0,1,303,4095403,4095705,4.00E-160,560,5098
group3442,3207-4,3207-4_05679,unitig_0,95.99,774,31,0,1,774,4095856,4096629,0,1258,5099
group6285,3247-49,3247-49_03336,unitig_0,96.77,93,3,0,1,93,4096674,4096766,5.00E-39,156,5100
group3441,3213-10,3213-10_01312,unitig_0,95,660,33,0,1,660,4096846,4097505,0,1037,5101
group3440,3208-5,3208-5_04851,unitig_0,95.14,762,37,0,1,762,4097502,4098263,0,1203,5102
group3439,3215-12,3215-12_02414,unitig_0,97.03,573,17,0,1,573,4098990,4098418,0,965,5103
group15449,3399-168A,3399-168A_05531,unitig_0,94.44,36,0,2,677,712,4100711,4100678,2.00E-07,54.7,5104
group3438,3211-8,3211-8_04390,unitig_0,95.61,3465,152,0,1,3465,4102647,4099183,0,5557,5105
group14406,3392-164B,3392-164B_01017,unitig_0,91.86,295,23,1,1,294,4102678,4102972,4.00E-115,411,5106
group3437,3211-8,3211-8_04389,unitig_0,93.65,756,48,0,1,756,4103620,4102865,0,1131,5107
group3270,3210-7,3210-7_07410,unitig_0,95.2,375,18,0,1,375,4105843,4106217,5.00E-170,593,5108
group17400,3398-167,3398-167_03424,unitig_0,92.33,300,22,1,1,300,4106484,4106186,1.00E-119,425,5109
group4084,3207-4,3207-4_05686,unitig_0,93.8,355,21,1,1,354,4106686,4107040,1.00E-151,532,5110
group4083,3215-12,3215-12_03236,unitig_0,93.95,1239,75,0,1,1239,4108328,4107090,0,1873,5111
group4082,3213-10,3213-10_01304,unitig_0,95.15,8474,409,2,3,8475,4116901,4108429,0,13370,5112
group10779,3333-133B,3333-133B_01233,unitig_0,98.04,102,2,0,1,102,4117207,4117106,1.00E-45,178,5113
group6284,3241-43,3241-43_02830,unitig_0,100,99,0,0,1,99,4117431,4117529,3.00E-47,183,5114
group4081,3210-7,3210-7_03805,unitig_0,95.76,165,7,0,1,165,4117765,4117601,5.00E-72,267,5115
group4080,3212-9,3212-9_02133,unitig_0,90.48,189,18,0,1,189,4118081,4117893,6.00E-67,250,5116
group4078,3212-9,3212-9_02135,unitig_0,95.8,834,35,0,1,834,4119823,4118990,0,1347,5117
group4077,3210-7,3210-7_03809,unitig_0,97.02,504,15,0,1,504,4120323,4119820,0,848,5118
group4076,3211-8,3211-8_04379,unitig_0,94.52,621,34,0,1,621,4121372,4120752,0,959,5119
group17187,3354-146A,3354-146A_06305,unitig_0,72.06,272,58,15,358,620,4121480,4121218,1.00E-10,65.8,5120
group4075,3214-11,3214-11_00891,unitig_0,93.91,1643,100,0,1,1643,4123482,4121840,0,2481,5121
group4074,3208-5,3208-5_04836,unitig_0,94.33,1059,60,0,1,1059,4124578,4123520,0,1624,5122
group4073,3208-5,3208-5_04835,unitig_0,96.3,1026,38,0,1,1026,4125752,4124727,0,1685,5123
group10118,3277-82,3277-82_03780,unitig_0,96.93,228,7,0,1,228,4127625,4127398,6.00E-107,383,5124
group19182,3369-152A,3369-152A_05756,unitig_0,96.01,677,23,4,2,677,4127819,4128492,0,1098,5125
group4071,3264-68,3264-68_07251,unitig_0,98.71,852,11,0,1,852,4128249,4127398,0,1513,5126
group4069,3207-4,3207-4_05700,unitig_0,94.35,496,28,0,1,496,4128701,4129196,0,761,5127
group10303,3296-101,3296-101_06323,unitig_0,92.83,544,39,0,25,568,4130866,4130323,0,789,5128
group4068,3214-11,3214-11_00897,unitig_0,93.82,1537,93,2,25,1560,4130866,4129331,0,2311,5129
group4067,3209-6,3209-6_03173,unitig_0,96.85,984,31,0,1,984,4131836,4130853,0,1646,5130
group4066,3207-4,3207-4_05703,unitig_0,93.64,645,41,0,1,645,4132100,4132744,0,965,5131
group4065,3209-6,3209-6_03171,unitig_0,92.28,570,44,0,1,570,4132905,4133474,0,809,5132
group4064,3209-6,3209-6_03170,unitig_0,94.09,254,15,0,1,254,4133762,4133509,6.00E-108,387,5133
group4063,3207-4,3207-4_05706,unitig_0,92.35,1438,108,2,1,1437,4133963,4135399,0,2045,5134
group4062,3215-12,3215-12_03216,unitig_0,92.87,561,40,0,1,561,4135436,4135996,0,815,5135
group16732,3390-163B,3390-163B_02572,unitig_0,89.71,243,19,5,317,555,4136044,4135804,4.00E-83,305,5136
group795,3212-9,3212-9_02153,unitig_0,99.69,318,1,0,1,318,4136597,4136914,8.00E-167,582,5137
group796,3212-9,3212-9_02154,unitig_0,98.89,270,3,0,1,270,4136949,4137218,7.00E-137,483,5138
group797,3209-6,3209-6_03163,unitig_0,96.19,657,25,0,1,657,4137345,4138001,0,1075,5139
group798,3214-11,3214-11_00909,unitig_0,94.75,552,26,3,1,549,4138037,4138588,0,856,5140
group799,3207-4,3207-4_05714,unitig_0,91.94,869,66,4,1,867,4139492,4138626,0,1214,5141
group800,3210-7,3210-7_03454,unitig_0,96.99,1095,33,0,1,1095,4139577,4140671,0,1840,5142
group801,3215-12,3215-12_03207,unitig_0,95.64,1170,51,0,1,1170,4140658,4141827,0,1879,5143
group802,3213-10,3213-10_01275,unitig_0,94.79,1285,65,2,1,1284,4141820,4143103,0,2001,5144
group803,3210-7,3210-7_03451,unitig_0,93.36,663,44,0,1,663,4143078,4143740,0,981,5145
group804,3211-8,3211-8_04353,unitig_0,93.94,792,48,0,1,792,4144267,4145058,0,1197,5146
group805,3209-6,3209-6_03155,unitig_0,95.58,702,31,0,1,702,4145502,4146203,0,1125,5147
group806,3211-8,3211-8_04351,unitig_0,94.66,1068,57,0,1,1068,4146200,4147267,0,1657,5148
group807,3208-5,3208-5_04810,unitig_0,94.97,378,19,0,1,378,4147645,4147268,5.00E-170,593,5149
group808,3207-4,3207-4_05723,unitig_0,99.11,450,4,0,1,450,4147850,4148299,0,809,5150
group809,3208-5,3208-5_04808,unitig_0,96.89,483,15,0,1,483,4148418,4148900,0,809,5151
group810,3209-6,3209-6_03150,unitig_0,96.08,1404,52,3,1,1401,4149089,4150492,0,2285,5152
group811,3213-10,3213-10_01266,unitig_0,98.03,1323,26,0,1,1323,4150482,4151804,0,2300,5153
group812,3210-7,3210-7_03442,unitig_0,94.82,1197,56,5,1,1191,4151882,4153078,0,1862,5154
group813,3212-9,3212-9_02171,unitig_0,93.63,534,34,0,1,534,4153130,4153663,0,798,5155
group814,3208-5,3208-5_04803,unitig_0,95.47,486,22,0,1,486,4154280,4153795,0,776,5156
group815,3215-12,3215-12_03193,unitig_0,98.47,391,6,0,9,399,4154636,4154246,0,689,5157
group10101,3252-54,3252-54_07245,unitig_0,78.57,168,36,0,85,252,4156434,4156267,5.00E-25,111,5158
group816,3208-5,3208-5_04801,unitig_0,90.43,3460,315,14,12,3463,4158235,4154784,0,4542,5159
group13629,3314-119,3314-119_06474,unitig_0,100,699,0,0,1,699,4158941,4158243,0,1291,5160
group817,3211-8,3211-8_04340,unitig_0,95.83,1416,59,0,1,1416,4159658,4158243,0,2289,5161
group15661,3347-141B,3347-141B_05246,unitig_0,94.32,775,42,2,1,774,4159996,4160769,0,1186,5162
group818,3214-11,3214-11_00929,unitig_0,92.81,946,66,2,1,945,4160643,4159699,0,1369,5163
group819,3213-10,3213-10_01258,unitig_0,96.35,438,16,0,1,438,4160805,4161242,0,721,5164
group820,3211-8,3211-8_04337,unitig_0,96.14,207,8,0,1,207,4161519,4161313,1.00E-93,339,5165
group821,3208-5,3208-5_04796,unitig_0,94.46,921,48,2,1,921,4162436,4161519,0,1415,5166
group822,3208-5,3208-5_04795,unitig_0,94.02,234,14,0,1,234,4162575,4162808,1.00E-98,355,5167
group823,3210-7,3210-7_03431,unitig_0,94.56,423,23,0,1,423,4162920,4163342,0,654,5168
group824,3212-9,3212-9_02182,unitig_0,96.39,609,22,0,1,609,4163477,4164085,0,1003,5169
group825,3209-6,3209-6_03135,unitig_0,93.89,933,57,0,1,933,4165081,4164149,0,1408,5170
group826,3214-11,3214-11_00937,unitig_0,95.33,1113,52,0,1,1113,4165253,4166365,0,1768,5171
group827,3215-12,3215-12_03181,unitig_0,91.95,683,51,3,1,681,4166681,4167361,0,953,5172
