,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
3800,group5082|3206-3|3206-3_07464,unitig_0_chrom|quiver,100.0,861,0,0,1,861,2824286,2823426,0.0,1591.0,group5082,3206-3,3206-3_07464
3799,group5081|3206-3|3206-3_07465,unitig_0_chrom|quiver,100.0,1341,0,0,1,1341,2824457,2825797,0.0,2477.0,group5081,3206-3,3206-3_07465
3798,group5080|3206-3|3206-3_07466,unitig_0_chrom|quiver,100.0,771,0,0,1,771,2826597,2825827,0.0,1424.0,group5080,3206-3,3206-3_07466
3797,group5079|3206-3|3206-3_07467,unitig_0_chrom|quiver,100.0,228,0,0,1,228,2826831,2826604,1.39e-118,422.0,group5079,3206-3,3206-3_07467
3796,group5078|3206-3|3206-3_07468,unitig_0_chrom|quiver,100.0,1017,0,0,1,1017,2826940,2827956,0.0,1879.0,group5078,3206-3,3206-3_07468
3795,group5077|3206-3|3206-3_07469,unitig_0_chrom|quiver,100.0,1833,0,0,1,1833,2828091,2829923,0.0,3386.0,group5077,3206-3,3206-3_07469
3769,group5075|3206-3|3206-3_07471,unitig_0_chrom|quiver,100.0,552,0,0,1,552,2830892,2831443,0.0,1020.0,group5075,3206-3,3206-3_07471
3768,group5074|3206-3|3206-3_07472,unitig_0_chrom|quiver,100.0,336,0,0,1,336,2831802,2831467,1.93e-178,621.0,group5074,3206-3,3206-3_07472
3767,group5073|3206-3|3206-3_07473,unitig_0_chrom|quiver,100.0,519,0,0,1,519,2832505,2831987,0.0,959.0,group5073,3206-3,3206-3_07473
3766,group5072|3206-3|3206-3_07474,unitig_0_chrom|quiver,100.0,1158,0,0,1,1158,2832645,2833802,0.0,2139.0,group5072,3206-3,3206-3_07474
3765,group5071|3206-3|3206-3_07475,unitig_0_chrom|quiver,100.0,690,0,0,1,690,2834085,2834774,0.0,1275.0,group5071,3206-3,3206-3_07475
3542,group4793|3206-3|3206-3_06657,unitig_0_chrom|quiver,100.0,489,0,0,1,489,2837663,2837175,0.0,904.0,group4793,3206-3,3206-3_06657
3543,group4794|3206-3|3206-3_06656,unitig_0_chrom|quiver,100.0,624,0,0,1,624,2838290,2837667,0.0,1153.0,group4794,3206-3,3206-3_06656
3544,group4795|3206-3|3206-3_06655,unitig_0_chrom|quiver,100.0,228,0,0,1,228,2838595,2838368,1.39e-118,422.0,group4795,3206-3,3206-3_06655
3545,group4796|3206-3|3206-3_06654,unitig_0_chrom|quiver,100.0,753,0,0,1,753,2839415,2838663,0.0,1391.0,group4796,3206-3,3206-3_06654
3546,group4797|3206-3|3206-3_06653,unitig_0_chrom|quiver,100.0,333,0,0,1,333,2839810,2839478,8.89e-177,616.0,group4797,3206-3,3206-3_06653
3547,group4798|3206-3|3206-3_06652,unitig_0_chrom|quiver,100.0,1194,0,0,1,1194,2841275,2840082,0.0,2206.0,group4798,3206-3,3206-3_06652
3548,group4799|3206-3|3206-3_06651,unitig_0_chrom|quiver,100.0,1899,0,0,1,1899,2843509,2841611,0.0,3507.0,group4799,3206-3,3206-3_06651
3549,group4800|3206-3|3206-3_06650,unitig_0_chrom|quiver,100.0,978,0,0,1,978,2844505,2843528,0.0,1807.0,group4800,3206-3,3206-3_06650
3550,group4801|3206-3|3206-3_06649,unitig_0_chrom|quiver,100.0,1161,0,0,1,1161,2846112,2844952,0.0,2145.0,group4801,3206-3,3206-3_06649
3551,group4802|3206-3|3206-3_06648,unitig_0_chrom|quiver,100.0,735,0,0,1,735,2847381,2846647,0.0,1358.0,group4802,3206-3,3206-3_06648
3552,group4803|3206-3|3206-3_06647,unitig_0_chrom|quiver,100.0,798,0,0,1,798,2848431,2847634,0.0,1474.0,group4803,3206-3,3206-3_06647
3553,group4804|3206-3|3206-3_06646,unitig_0_chrom|quiver,100.0,768,0,0,1,768,2848540,2849307,0.0,1419.0,group4804,3206-3,3206-3_06646
3554,group4805|3206-3|3206-3_06645,unitig_0_chrom|quiver,100.0,918,0,0,1,918,2849307,2850224,0.0,1696.0,group4805,3206-3,3206-3_06645
3555,group4806|3206-3|3206-3_06644,unitig_0_chrom|quiver,100.0,642,0,0,1,642,2850238,2850879,0.0,1186.0,group4806,3206-3,3206-3_06644
3556,group4807|3206-3|3206-3_06643,unitig_0_chrom|quiver,100.0,888,0,0,1,888,2850876,2851763,0.0,1640.0,group4807,3206-3,3206-3_06643
3557,group4808|3206-3|3206-3_06642,unitig_0_chrom|quiver,100.0,606,0,0,1,606,2851998,2852603,0.0,1120.0,group4808,3206-3,3206-3_06642
507,group1525|3206-3|3206-3_00617,unitig_0_chrom|quiver,100.0,33,0,0,1780,1812,2852959,2852927,3.46e-09,62.1,group1525,3206-3,3206-3_00617
3560,group4810|3206-3|3206-3_06640,unitig_0_chrom|quiver,100.0,1722,0,0,1,1722,2855917,2854196,0.0,3181.0,group4810,3206-3,3206-3_06640
3561,group4811|3206-3|3206-3_06639,unitig_0_chrom|quiver,100.0,1803,0,0,1,1803,2856101,2857903,0.0,3330.0,group4811,3206-3,3206-3_06639
3562,group4812|3206-3|3206-3_06638,unitig_0_chrom|quiver,100.0,231,0,0,1,231,2858074,2858304,3.02e-120,427.0,group4812,3206-3,3206-3_06638
3563,group4813|3206-3|3206-3_06637,unitig_0_chrom|quiver,100.0,918,0,0,1,918,2859356,2858439,0.0,1696.0,group4813,3206-3,3206-3_06637
4310,group5925|3206-3|3206-3_06636,unitig_0_chrom|quiver,100.0,765,0,0,1,765,2860199,2859435,0.0,1413.0,group5925,3206-3,3206-3_06636
4276,group5792|3206-3|3206-3_06635,unitig_0_chrom|quiver,100.0,1059,0,0,1,1059,2861254,2860196,0.0,1956.0,group5792,3206-3,3206-3_06635
4275,group5791|3206-3|3206-3_06634,unitig_0_chrom|quiver,100.0,885,0,0,1,885,2861354,2862238,0.0,1635.0,group5791,3206-3,3206-3_06634
3087,group4234|3206-3|3206-3_06633,unitig_0_chrom|quiver,100.0,1074,0,0,1,1074,2863634,2862561,0.0,1984.0,group4234,3206-3,3206-3_06633
3088,group4235|3206-3|3206-3_06632,unitig_0_chrom|quiver,100.0,723,0,0,1,723,2864539,2863817,0.0,1336.0,group4235,3206-3,3206-3_06632
3089,group4236|3206-3|3206-3_06631,unitig_0_chrom|quiver,100.0,1320,0,0,1,1320,2865868,2864549,0.0,2438.0,group4236,3206-3,3206-3_06631
3090,group4237|3206-3|3206-3_06630,unitig_0_chrom|quiver,100.0,246,0,0,1,246,2866286,2866041,1.48e-128,455.0,group4237,3206-3,3206-3_06630
3093,group4239|3206-3|3206-3_06628,unitig_0_chrom|quiver,100.0,1347,0,0,1,1347,2868520,2867174,0.0,2488.0,group4239,3206-3,3206-3_06628
3094,group4240|3206-3|3206-3_06627,unitig_0_chrom|quiver,100.0,1845,0,0,1,1845,2868609,2870453,0.0,3408.0,group4240,3206-3,3206-3_06627
3095,group4241|3206-3|3206-3_06623,unitig_0_chrom|quiver,100.0,882,0,0,1,882,2873776,2872895,0.0,1629.0,group4241,3206-3,3206-3_06623
3096,group4242|3206-3|3206-3_06622,unitig_0_chrom|quiver,100.0,561,0,0,1,561,2874349,2873789,0.0,1037.0,group4242,3206-3,3206-3_06622
3098,group4243|3206-3|3206-3_06621,unitig_0_chrom|quiver,90.154,325,32,0,1424,1748,2874862,2874538,3.87e-118,424.0,group4243,3206-3,3206-3_06621
3099,group4243|3206-3|3206-3_06621,unitig_0_chrom|quiver,90.154,325,32,0,1574,1898,2875012,2874688,3.87e-118,424.0,group4243,3206-3,3206-3_06621
3100,group4244|3206-3|3206-3_06620,unitig_0_chrom|quiver,100.0,438,0,0,1,438,2876526,2876963,0.0,809.0,group4244,3206-3,3206-3_06620
3101,group4245|3206-3|3206-3_06619,unitig_0_chrom|quiver,100.0,630,0,0,1,630,2877642,2877013,0.0,1164.0,group4245,3206-3,3206-3_06619
3102,group4246|3206-3|3206-3_06618,unitig_0_chrom|quiver,100.0,2949,0,0,1,2949,2880723,2877775,0.0,5446.0,group4246,3206-3,3206-3_06618
3103,group4249|3206-3|3206-3_06615,unitig_0_chrom|quiver,100.0,984,0,0,1,984,2882790,2881807,0.0,1818.0,group4249,3206-3,3206-3_06615
3104,group4250|3206-3|3206-3_06614,unitig_0_chrom|quiver,100.0,849,0,0,1,849,2883669,2882821,0.0,1568.0,group4250,3206-3,3206-3_06614
3105,group4251|3206-3|3206-3_06613,unitig_0_chrom|quiver,100.0,297,0,0,1,297,2884064,2884360,8.09e-157,549.0,group4251,3206-3,3206-3_06613
3106,group4252|3206-3|3206-3_06612,unitig_0_chrom|quiver,100.0,1644,0,0,1,1644,2884433,2886076,0.0,3037.0,group4252,3206-3,3206-3_06612
3107,group4253|3206-3|3206-3_06611,unitig_0_chrom|quiver,100.0,447,0,0,1,447,2886811,2887257,0.0,826.0,group4253,3206-3,3206-3_06611
4311,group5928|3206-3|3206-3_06610,unitig_0_chrom|quiver,100.0,711,0,0,1,711,2888031,2887321,0.0,1314.0,group5928,3206-3,3206-3_06610
3108,group4255|3206-3|3206-3_06608,unitig_0_chrom|quiver,100.0,696,0,0,1,696,2889557,2888862,0.0,1286.0,group4255,3206-3,3206-3_06608
3109,group4256|3206-3|3206-3_06607,unitig_0_chrom|quiver,100.0,1122,0,0,1,1122,2890675,2889554,0.0,2073.0,group4256,3206-3,3206-3_06607
3110,group4257|3206-3|3206-3_06606,unitig_0_chrom|quiver,100.0,1572,0,0,1,1572,2892427,2890856,0.0,2904.0,group4257,3206-3,3206-3_06606
4220,group5699|3206-3|3206-3_06605,unitig_0_chrom|quiver,100.0,756,0,0,1,756,2892564,2893319,0.0,1397.0,group5699,3206-3,3206-3_06605
4219,group5698|3206-3|3206-3_06604,unitig_0_chrom|quiver,100.0,363,0,0,1,363,2893377,2893739,0.0,671.0,group5698,3206-3,3206-3_06604
4218,group5697|3206-3|3206-3_06603,unitig_0_chrom|quiver,100.0,360,0,0,1,360,2893814,2894173,0.0,665.0,group5697,3206-3,3206-3_06603
4217,group5696|3206-3|3206-3_06602,unitig_0_chrom|quiver,100.0,1050,0,0,1,1050,2895290,2894241,0.0,1940.0,group5696,3206-3,3206-3_06602
4216,group5695|3206-3|3206-3_06601,unitig_0_chrom|quiver,100.0,705,0,0,1,705,2895519,2896223,0.0,1303.0,group5695,3206-3,3206-3_06601
4215,group5694|3206-3|3206-3_06600,unitig_0_chrom|quiver,100.0,507,0,0,1,507,2896749,2896243,0.0,937.0,group5694,3206-3,3206-3_06600
4214,group5693|3206-3|3206-3_06599,unitig_0_chrom|quiver,100.0,630,0,0,1,630,2897375,2896746,0.0,1164.0,group5693,3206-3,3206-3_06599
4064,group5475|3206-3|3206-3_06598,unitig_0_chrom|quiver,100.0,750,0,0,1,750,2897626,2898375,0.0,1386.0,group5475,3206-3,3206-3_06598
4065,group5476|3206-3|3206-3_06597,unitig_0_chrom|quiver,100.0,693,0,0,1,693,2898614,2899306,0.0,1280.0,group5476,3206-3,3206-3_06597
4066,group5477|3206-3|3206-3_06596,unitig_0_chrom|quiver,100.0,675,0,0,1,675,2899426,2900100,0.0,1247.0,group5477,3206-3,3206-3_06596
4067,group5478|3206-3|3206-3_06595,unitig_0_chrom|quiver,100.0,441,0,0,1,441,2900562,2900122,0.0,815.0,group5478,3206-3,3206-3_06595
4068,group5479|3206-3|3206-3_06594,unitig_0_chrom|quiver,100.0,1311,0,0,1,1311,2901938,2900628,0.0,2422.0,group5479,3206-3,3206-3_06594
4069,group5480|3206-3|3206-3_06593,unitig_0_chrom|quiver,100.0,1200,0,0,1,1200,2903194,2901995,0.0,2217.0,group5480,3206-3,3206-3_06593
4070,group5481|3206-3|3206-3_06592,unitig_0_chrom|quiver,100.0,1440,0,0,1,1440,2904630,2903191,0.0,2660.0,group5481,3206-3,3206-3_06592
4071,group5482|3206-3|3206-3_06591,unitig_0_chrom|quiver,100.0,897,0,0,1,897,2904791,2905687,0.0,1657.0,group5482,3206-3,3206-3_06591
4072,group5483|3206-3|3206-3_06590,unitig_0_chrom|quiver,100.0,852,0,0,1,852,2906552,2905701,0.0,1574.0,group5483,3206-3,3206-3_06590
4073,group5484|3206-3|3206-3_06589,unitig_0_chrom|quiver,100.0,996,0,0,1,996,2906696,2907691,0.0,1840.0,group5484,3206-3,3206-3_06589
3591,group4866|3206-3|3206-3_06588,unitig_0_chrom|quiver,100.0,1161,0,0,1,1161,2908886,2907726,0.0,2145.0,group4866,3206-3,3206-3_06588
3592,group4867|3206-3|3206-3_06587,unitig_0_chrom|quiver,100.0,909,0,0,1,909,2909890,2908982,0.0,1679.0,group4867,3206-3,3206-3_06587
3593,group4868|3206-3|3206-3_06586,unitig_0_chrom|quiver,100.0,408,0,0,1,408,2910246,2910653,0.0,754.0,group4868,3206-3,3206-3_06586
3594,group4869|3206-3|3206-3_06585,unitig_0_chrom|quiver,100.0,1500,0,0,1,1500,2910716,2912215,0.0,2771.0,group4869,3206-3,3206-3_06585
3595,group4870|3206-3|3206-3_06584,unitig_0_chrom|quiver,100.0,738,0,0,1,738,2912233,2912970,0.0,1363.0,group4870,3206-3,3206-3_06584
3596,group4871|3206-3|3206-3_06583,unitig_0_chrom|quiver,100.0,1374,0,0,1,1374,2913118,2914491,0.0,2538.0,group4871,3206-3,3206-3_06583
3597,group4872|3206-3|3206-3_06582,unitig_0_chrom|quiver,100.0,885,0,0,1,885,2915440,2914556,0.0,1635.0,group4872,3206-3,3206-3_06582
3598,group4873|3206-3|3206-3_06581,unitig_0_chrom|quiver,100.0,867,0,0,1,867,2915637,2916503,0.0,1602.0,group4873,3206-3,3206-3_06581
3599,group4874|3206-3|3206-3_06580,unitig_0_chrom|quiver,100.0,312,0,0,1,312,2917071,2916760,3.91e-165,577.0,group4874,3206-3,3206-3_06580
3600,group4875|3206-3|3206-3_06579,unitig_0_chrom|quiver,100.0,969,0,0,1,969,2917274,2918242,0.0,1790.0,group4875,3206-3,3206-3_06579
3601,group4876|3206-3|3206-3_06578,unitig_0_chrom|quiver,100.0,642,0,0,1,642,2918888,2918247,0.0,1186.0,group4876,3206-3,3206-3_06578
3602,group4877|3206-3|3206-3_06577,unitig_0_chrom|quiver,100.0,417,0,0,1,417,2919582,2919166,0.0,771.0,group4877,3206-3,3206-3_06577
3603,group4878|3206-3|3206-3_06576,unitig_0_chrom|quiver,100.0,555,0,0,1,555,2920297,2919743,0.0,1026.0,group4878,3206-3,3206-3_06576
3604,group4879|3206-3|3206-3_06575,unitig_0_chrom|quiver,100.0,1485,0,0,1,1485,2921784,2920300,0.0,2743.0,group4879,3206-3,3206-3_06575
3605,group4880|3206-3|3206-3_06574,unitig_0_chrom|quiver,100.0,993,0,0,1,993,2923056,2922064,0.0,1834.0,group4880,3206-3,3206-3_06574
3606,group4881|3206-3|3206-3_06573,unitig_0_chrom|quiver,100.0,1425,0,0,1,1425,2923323,2924747,0.0,2632.0,group4881,3206-3,3206-3_06573
3607,group4882|3206-3|3206-3_06572,unitig_0_chrom|quiver,100.0,384,0,0,1,384,2925242,2924859,0.0,710.0,group4882,3206-3,3206-3_06572
3608,group4883|3206-3|3206-3_06571,unitig_0_chrom|quiver,100.0,720,0,0,1,720,2926120,2925401,0.0,1330.0,group4883,3206-3,3206-3_06571
3609,group4884|3206-3|3206-3_06570,unitig_0_chrom|quiver,100.0,1569,0,0,1,1569,2927703,2926135,0.0,2898.0,group4884,3206-3,3206-3_06570
3871,group5148|3206-3|3206-3_06861,unitig_0_chrom|quiver,100.0,804,0,0,1,804,2964432,2963629,0.0,1485.0,group5148,3206-3,3206-3_06861
3870,group5147|3206-3|3206-3_06862,unitig_0_chrom|quiver,100.0,606,0,0,1,606,2965034,2964429,0.0,1120.0,group5147,3206-3,3206-3_06862
3869,group5146|3206-3|3206-3_06863,unitig_0_chrom|quiver,100.0,537,0,0,1,537,2965617,2965081,0.0,992.0,group5146,3206-3,3206-3_06863
3868,group5145|3206-3|3206-3_06864,unitig_0_chrom|quiver,100.0,1053,0,0,1,1053,2965785,2966837,0.0,1945.0,group5145,3206-3,3206-3_06864
3867,group5144|3206-3|3206-3_06865,unitig_0_chrom|quiver,100.0,504,0,0,1,504,2966834,2967337,0.0,931.0,group5144,3206-3,3206-3_06865
3866,group5143|3206-3|3206-3_06866,unitig_0_chrom|quiver,100.0,1329,0,0,1,1329,2967334,2968662,0.0,2455.0,group5143,3206-3,3206-3_06866
3865,group5142|3206-3|3206-3_06867,unitig_0_chrom|quiver,100.0,537,0,0,1,537,2969188,2968652,0.0,992.0,group5142,3206-3,3206-3_06867
3266,group4455|3206-3|3206-3_06766,unitig_0_chrom|quiver,95.455,44,2,0,1339,1382,2969720,2969677,4.73e-12,71.3,group4455,3206-3,3206-3_06766
835,group1826|3206-3|3206-3_01999,unitig_0_chrom|quiver,75.521,192,42,5,1267,1455,2969739,2969550,1.24e-17,89.8,group1826,3206-3,3206-3_01999
2957,group4077|3206-3|3206-3_04611,unitig_0_chrom|quiver,73.913,184,44,4,739,920,2971380,2971199,2.55e-12,71.3,group4077,3206-3,3206-3_04611
3857,group5138|3206-3|3206-3_06871,unitig_0_chrom|quiver,100.0,1005,0,0,1,1005,2973087,2972083,0.0,1857.0,group5138,3206-3,3206-3_06871
3856,group5137|3206-3|3206-3_06872,unitig_0_chrom|quiver,100.0,1596,0,0,1,1596,2974770,2973175,0.0,2948.0,group5137,3206-3,3206-3_06872
3855,group5136|3206-3|3206-3_06873,unitig_0_chrom|quiver,100.0,483,0,0,1,483,2975592,2975110,0.0,893.0,group5136,3206-3,3206-3_06873
3854,group5135|3206-3|3206-3_06874,unitig_0_chrom|quiver,100.0,1497,0,0,1,1497,2977370,2975874,0.0,2765.0,group5135,3206-3,3206-3_06874
3853,group5134|3206-3|3206-3_06875,unitig_0_chrom|quiver,100.0,315,0,0,1,315,2977550,2977864,8.5e-167,582.0,group5134,3206-3,3206-3_06875
3852,group5133|3206-3|3206-3_06876,unitig_0_chrom|quiver,100.0,882,0,0,1,882,2977861,2978742,0.0,1629.0,group5133,3206-3,3206-3_06876
3851,group5132|3206-3|3206-3_06877,unitig_0_chrom|quiver,100.0,168,0,0,1,168,2978906,2978739,2.22e-85,311.0,group5132,3206-3,3206-3_06877
3850,group5131|3206-3|3206-3_06878,unitig_0_chrom|quiver,100.0,438,0,0,1,438,2979387,2978950,0.0,809.0,group5131,3206-3,3206-3_06878
4716,group9088|3206-3|3206-3_06887,unitig_0_chrom|quiver,100.0,285,0,0,1,285,2986918,2986634,3.63e-150,527.0,group9088,3206-3,3206-3_06887
4715,group9087|3206-3|3206-3_06888,unitig_0_chrom|quiver,100.0,921,0,0,1,921,2987891,2986971,0.0,1701.0,group9087,3206-3,3206-3_06888
76,group10672|3206-3|3206-3_06889,unitig_0_chrom|quiver,100.0,234,0,0,1,234,2988128,2987895,6.55e-122,433.0,group10672,3206-3,3206-3_06889
4714,group9086|3206-3|3206-3_06890,unitig_0_chrom|quiver,100.0,699,0,0,1,699,2988823,2988125,0.0,1291.0,group9086,3206-3,3206-3_06890
4602,group8282|3206-3|3206-3_06897,unitig_0_chrom|quiver,100.0,666,0,0,1,666,2994228,2993563,0.0,1230.0,group8282,3206-3,3206-3_06897
4712,group9079|3206-3|3206-3_06898,unitig_0_chrom|quiver,100.0,777,0,0,1,777,2995043,2994267,0.0,1435.0,group9079,3206-3,3206-3_06898
4711,group9078|3206-3|3206-3_06899,unitig_0_chrom|quiver,100.0,1710,0,0,1,1710,2996749,2995040,0.0,3158.0,group9078,3206-3,3206-3_06899
4710,group9076|3206-3|3206-3_06901,unitig_0_chrom|quiver,100.0,666,0,0,1,666,2998883,2998218,0.0,1230.0,group9076,3206-3,3206-3_06901
3222,group4418|3206-3|3206-3_06902,unitig_0_chrom|quiver,100.0,1110,0,0,1,1110,2999160,3000269,0.0,2050.0,group4418,3206-3,3206-3_06902
3223,group4420|3206-3|3206-3_06903,unitig_0_chrom|quiver,100.0,909,0,0,1,909,3000271,3001179,0.0,1679.0,group4420,3206-3,3206-3_06903
4547,group7769|3206-3|3206-3_06904,unitig_0_chrom|quiver,100.0,852,0,0,1,852,3001169,3002020,0.0,1574.0,group7769,3206-3,3206-3_06904
4709,group9075|3206-3|3206-3_06905,unitig_0_chrom|quiver,100.0,1089,0,0,1,1089,3002022,3003110,0.0,2012.0,group9075,3206-3,3206-3_06905
174,group1260|3206-3|3206-3_07263,unitig_0_chrom|quiver,100.0,450,0,0,1,450,3015284,3014835,0.0,832.0,group1260,3206-3,3206-3_07263
175,group1261|3206-3|3206-3_07264,unitig_0_chrom|quiver,100.0,3837,0,0,1,3837,3015498,3019334,0.0,7086.0,group1261,3206-3,3206-3_07264
176,group1262|3206-3|3206-3_07265,unitig_0_chrom|quiver,100.0,1953,0,0,1,1953,3021502,3019550,0.0,3607.0,group1262,3206-3,3206-3_07265
177,group1263|3206-3|3206-3_07266,unitig_0_chrom|quiver,100.0,1893,0,0,1,1893,3021778,3023670,0.0,3496.0,group1263,3206-3,3206-3_07266
178,group1264|3206-3|3206-3_07267,unitig_0_chrom|quiver,100.0,819,0,0,1,819,3024526,3023708,0.0,1513.0,group1264,3206-3,3206-3_07267
179,group1265|3206-3|3206-3_07268,unitig_0_chrom|quiver,100.0,912,0,0,1,912,3025441,3024530,0.0,1685.0,group1265,3206-3,3206-3_07268
224,group1282|3206-3|3206-3_07286,unitig_0_chrom|quiver,79.31,87,12,5,399,482,3026133,3026050,8.33e-08,56.5,group1282,3206-3,3206-3_07286
1073,group2031|3206-3|3206-3_06344,unitig_0_chrom|quiver,90.909,44,4,0,394,437,3026147,3026104,6.46e-09,60.2,group2031,3206-3,3206-3_06344
4044,group5429|3206-3|3206-3_04940,unitig_0_chrom|quiver,90.0,50,5,0,384,433,3026148,3026099,1.37e-10,65.8,group5429,3206-3,3206-3_04940
187,group1267|3206-3|3206-3_07270,unitig_0_chrom|quiver,100.0,1098,0,0,1,1098,3027775,3026678,0.0,2028.0,group1267,3206-3,3206-3_07270
188,group1268|3206-3|3206-3_07271,unitig_0_chrom|quiver,100.0,1410,0,0,1,1410,3029311,3027902,0.0,2604.0,group1268,3206-3,3206-3_07271
189,group1269|3206-3|3206-3_07272,unitig_0_chrom|quiver,100.0,1290,0,0,1,1290,3029502,3030791,0.0,2383.0,group1269,3206-3,3206-3_07272
190,group1270|3206-3|3206-3_07273,unitig_0_chrom|quiver,100.0,237,0,0,1,237,3030813,3031049,1.43e-123,438.0,group1270,3206-3,3206-3_07273
191,group1271|3206-3|3206-3_07274,unitig_0_chrom|quiver,100.0,870,0,0,1,870,3031939,3031070,0.0,1607.0,group1271,3206-3,3206-3_07274
192,group1272|3206-3|3206-3_07275,unitig_0_chrom|quiver,100.0,237,0,0,1,237,3032030,3032266,1.43e-123,438.0,group1272,3206-3,3206-3_07275
631,group1623|3206-3|3206-3_03254,unitig_0_chrom|quiver,80.078,256,49,2,1237,1491,3032829,3032575,1.41e-47,189.0,group1623,3206-3,3206-3_03254
3056,group4205|3206-3|3206-3_01749,unitig_0_chrom|quiver,80.808,198,38,0,1713,1910,3034822,3034625,1.74e-37,156.0,group4205,3206-3,3206-3_01749
203,group1275|3206-3|3206-3_07279,unitig_0_chrom|quiver,100.0,1221,0,0,1,1221,3038738,3037518,0.0,2255.0,group1275,3206-3,3206-3_07279
204,group1276|3206-3|3206-3_07280,unitig_0_chrom|quiver,100.0,1437,0,0,1,1437,3038827,3040263,0.0,2654.0,group1276,3206-3,3206-3_07280
205,group1277|3206-3|3206-3_07281,unitig_0_chrom|quiver,100.0,1299,0,0,1,1299,3040274,3041572,0.0,2399.0,group1277,3206-3,3206-3_07281
206,group1278|3206-3|3206-3_07282,unitig_0_chrom|quiver,100.0,1476,0,0,1,1476,3041707,3043182,0.0,2726.0,group1278,3206-3,3206-3_07282
207,group1279|3206-3|3206-3_07283,unitig_0_chrom|quiver,100.0,699,0,0,1,699,3043193,3043891,0.0,1291.0,group1279,3206-3,3206-3_07283
208,group1280|3206-3|3206-3_07284,unitig_0_chrom|quiver,100.0,1824,0,0,1,1824,3043968,3045791,0.0,3369.0,group1280,3206-3,3206-3_07284
209,group1281|3206-3|3206-3_07285,unitig_0_chrom|quiver,100.0,354,0,0,1,354,3046225,3045872,0.0,654.0,group1281,3206-3,3206-3_07285
4807,group976|3206-3|3206-3_00324,unitig_0_chrom|quiver,100.0,30,0,0,415,444,3047091,3047062,7.79e-08,56.5,group976,3206-3,3206-3_00324
2963,group4079|3206-3|3206-3_04609,unitig_0_chrom|quiver,97.143,35,1,0,414,448,3047092,3047058,4.39e-09,60.2,group4079,3206-3,3206-3_04609
2029,group3039|3206-3|3206-3_00239,unitig_0_chrom|quiver,71.452,599,148,21,81,666,3047410,3046822,3.05e-32,137.0,group3039,3206-3,3206-3_00239
2059,group3067|3206-3|3206-3_05914,unitig_0_chrom|quiver,73.391,466,108,14,71,528,3047420,3046963,6.02e-39,159.0,group3067,3206-3,3206-3_05914
225,group1283|3206-3|3206-3_07287,unitig_0_chrom|quiver,100.0,1653,0,0,1,1653,3049162,3047510,0.0,3053.0,group1283,3206-3,3206-3_07287
226,group1284|3206-3|3206-3_07288,unitig_0_chrom|quiver,100.0,1164,0,0,1,1164,3050360,3049197,0.0,2150.0,group1284,3206-3,3206-3_07288
227,group1285|3206-3|3206-3_07289,unitig_0_chrom|quiver,100.0,1014,0,0,1,1014,3051375,3050362,0.0,1873.0,group1285,3206-3,3206-3_07289
228,group1286|3206-3|3206-3_07290,unitig_0_chrom|quiver,100.0,1362,0,0,1,1362,3052926,3051565,0.0,2516.0,group1286,3206-3,3206-3_07290
229,group1287|3206-3|3206-3_07291,unitig_0_chrom|quiver,100.0,1026,0,0,1,1026,3053236,3054261,0.0,1895.0,group1287,3206-3,3206-3_07291
2261,group3271|3206-3|3206-3_07582,unitig_0_chrom|quiver,100.0,369,0,0,1,369,3054643,3054275,0.0,682.0,group3271,3206-3,3206-3_07582
230,group1288|3206-3|3206-3_05802,unitig_0_chrom|quiver,100.0,900,0,0,1,900,3056026,3055127,0.0,1663.0,group1288,3206-3,3206-3_05802
231,group1289|3206-3|3206-3_05803,unitig_0_chrom|quiver,100.0,1773,0,0,1,1773,3057919,3056147,0.0,3275.0,group1289,3206-3,3206-3_05803
232,group1290|3206-3|3206-3_05804,unitig_0_chrom|quiver,100.0,840,0,0,1,840,3058980,3058141,0.0,1552.0,group1290,3206-3,3206-3_05804
233,group1291|3206-3|3206-3_05805,unitig_0_chrom|quiver,100.0,540,0,0,1,540,3059811,3059272,0.0,998.0,group1291,3206-3,3206-3_05805
234,group1292|3206-3|3206-3_05806,unitig_0_chrom|quiver,100.0,366,0,0,1,366,3060176,3059811,0.0,676.0,group1292,3206-3,3206-3_05806
235,group1293|3206-3|3206-3_05807,unitig_0_chrom|quiver,100.0,564,0,0,1,564,3060864,3060301,0.0,1042.0,group1293,3206-3,3206-3_05807
236,group1294|3206-3|3206-3_05808,unitig_0_chrom|quiver,100.0,414,0,0,1,414,3061310,3060897,0.0,765.0,group1294,3206-3,3206-3_05808
237,group1295|3206-3|3206-3_05809,unitig_0_chrom|quiver,100.0,753,0,0,1,753,3062070,3061318,0.0,1391.0,group1295,3206-3,3206-3_05809
